ID alpha delta x y v ev bv ebv ub eub vi evi d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
501 253.934021 -45.023631 109.633 30.105 16.113 0.015 0.96 0.019 0.635 0.016 1.471 0.023 4.6820 0.211722 0.110288 0.180728 31.4 "Gaia DR2 5964117279476525312" 253.93238490895 0.0430 -45.02304075510 0.0353 1635721458409799680 5964117279476525312 1358127583 2015.5 0.4156 0.0451 9.2172 -0.629 0.082 -2.347 0.064 0.0726 -0.2538 -0.4493 -0.0641 -0.2586 0.0416 -0.6752 -0.0634 0.2002 -0.1891 212 0 211 1 -1.7123 172.57 0.000 0 31 0 13.1241 1.4804 0.0085 0.036 24 12 0.085524 0 25 0 220 1.084e+04 5.778 1876.717 15.6004 0.0006 23 4306 16.5 260.984 16.2661 0.0042 23 9796 21.86 448.014 14.7843 0.0024 1.301 1 1.4818 0.6657 0.8161 "" "" 0 "" "" "" NOT_AVAILABLE 341.15608088106 -1.04760573052 257.79649097230 -22.26210770891 100002 4411.33 4348.50 4543.75 "" "" "" "" "" "" 200111 3.11 2.93 3.20 3.304 2.504 4.105 253.93238874300 1.2712 -45.02303064930 0.9957
502 253.803903 -45.155938 865.253 1127.18 16.114 0.006 1.058 0.008 0.664 0.014 1.495 0.01 1.0515 0.051432 0.019265 0.047688 22.0 "Gaia DR2 5964120646730352384" 253.80367051387 0.0440 -45.15618404195 0.0358 1635721458409799680 5964120646730352384 159987611 2015.5 0.5041 0.0526 9.5813 0.590 0.077 -1.406 0.061 0.1013 -0.3176 -0.2918 -0.2165 -0.2417 -0.0678 -0.6697 -0.1298 0.4101 -0.0722 213 0 213 0 -0.8107 191.27 0.000 0 31 0 12.6350 1.4522 0.0095 0.082 24 12 0.075613 0 26 0 227 1.073e+04 5.679 1888.748 15.6122 0.0006 26 4102 19.31 212.456 16.3188 0.0051 24 9927 19.65 505.113 14.7699 0.0021 1.308 0 1.5490 0.7066 0.8423 "" "" 0 "" "" "" NOT_AVAILABLE 340.99536416134 -1.06040339305 257.71615187375 -22.40515506050 100001 4306.38 4244.75 4381.75 "" "" "" "" "" "" 200111 2.74 2.65 2.82 2.333 1.802 2.864 253.80366690900 1.1911 -45.15617798670 0.9397
503 253.765586 -45.247364 1087.77 1885.27 16.116 0.012 1.223 0.015 0.704 0.016 1.8 0.016 1.8867 0.043841 -0.007107 -0.043261 189.3 "Gaia DR2 5964026088711235584" 253.76625608775 20.1827 -45.24713576916 9.5465 1635721458409799680 5964026088711235584 273282151 2015.5 "" "" "" "" "" "" "" 0.9499 "" "" "" "" "" "" "" "" "" 53 0 53 0 1.9114 68.42 4.480 1.5 3 0 0.0117 "" "" 0.364 6 4 953.21 0 7 0 61 81.99 1.793 45.727 20.9039 0.0237 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 340.90802681932 -1.09703809333 257.69966146150 -22.49861594889 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.76625608800 20.1827 -45.24713576920 9.5465
1297 253.833613 -45.386136 692.724 3035.95 17.536 0.008 1.15 0.01 1.06 0.04 1.566 0.02 4.7055 0.187893 0.040908 -0.183386 167.4 "Gaia DR2 5964012207381846016" 253.83459886476 0.0868 -45.38724567177 0.0708 1635721458409799680 5964012207381846016 455273645 2015.5 0.9732 0.0991 9.8234 -8.653 0.168 -5.856 0.117 0.1259 -0.2087 -0.3112 -0.2671 -0.0187 -0.2741 -0.6338 -0.2798 0.2595 0.1505 196 0 194 2 0.6237 200.69 0.090 0.2 31 0 2.9186 1.4494 0.0182 0.031 22 11 0.16026 0 25 0 212 3037 2.605 1165.748 16.9822 0.0009 17 1134 11.87 95.548 17.7146 0.0114 20 2800 13.69 204.542 16.1440 0.0053 1.295 0 1.5706 0.7325 0.8381 "" "" 0 "" "" "" NOT_AVAILABLE 340.82917481127 -1.22243825755 257.76955919503 -22.63193524277 100001 4345.84 4216.20 4592.50 0.7350 0.3912 0.9970 0.3600 0.1583 0.5185 200111 0.74 0.66 0.78 0.174 0.137 0.210 253.83465191400 2.6006 -45.38722045950 1.8159
505 253.914912 -45.37809 220.602 2969.24 16.131 0.004 1.054 0.007 0.594 0.013 1.514 0.015 0.5832 0.199543 0.097391 -0.174162 150.8 "Gaia DR2 5964012757137628032" 253.91499968790 0.1295 -45.37795358055 0.1072 1635721458409799680 5964012757137628032 916346573 2015.5 0.2212 0.1562 1.4164 -0.841 0.236 -2.759 0.174 0.1233 -0.1765 -0.2804 -0.3475 0.0013 -0.3491 -0.5329 -0.2691 0.2657 0.0871 181 0 180 1 2.2653 220.11 0.276 0.95 31 0 1.2802 1.4171 0.0280 -0.013 21 10 0.2235 0 23 0 196 1646 2.052 802.480 17.6471 0.0014 19 541.4 7.58 71.426 18.5176 0.0152 18 1746 11.29 154.618 16.6567 0.0070 1.390 0 1.8608 0.8705 0.9904 "" "" 0 "" "" "" NOT_AVAILABLE 340.87185037233 -1.26058239913 257.82909336011 -22.61595107421 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.91500484600 3.6670 -45.37794170220 2.7022
506 253.862133 -45.301373 527.1 2333.11 16.137 0.007 1.075 0.01 0.605 0.013 1.52 0.013 2.5754 0.115414 0.060709 -0.098157 148.3 "Gaia DR2 5964014028448033664" 253.86266188786 0.0509 -45.30199967076 0.0391 1635721458409799680 5964014028448033664 1359213639 2015.5 0.5454 0.0621 8.7797 -0.405 0.079 -3.876 0.066 0.2082 -0.4490 -0.3073 -0.3235 -0.2806 -0.0775 -0.6894 -0.2210 0.4072 -0.1294 210 0 208 2 -0.5282 191.90 0.000 0 31 0 12.7692 1.4578 0.0093 0.068 24 11 0.078582 0 27 0 226 1.084e+04 5.732 1891.730 15.6005 0.0006 23 4062 22.88 177.550 16.3296 0.0061 22 1.012e+04 24.88 406.689 14.7490 0.0027 1.308 0 1.5807 0.7291 0.8515 "" "" 0 "" "" "" NOT_AVAILABLE 340.90793521418 -1.18428795815 257.77970264853 -22.54493983501 100001 4356.67 4082.90 4544.33 "" "" "" "" "" "" 200111 2.46 2.26 2.80 1.967 1.488 2.445 253.86266436900 1.2271 -45.30198298380 1.0239
507 253.772388 -45.104822 1048.27 703.337 16.14 0.004 1.286 0.006 0.756 0.013 1.799 0.01 1.0591 0.098956 -0.003059 0.098908 358.2 "Gaia DR2 5964121333925178112" 253.77201702712 0.0516 -45.10496641771 0.0414 1635721458409799680 5964121333925178112 1340593838 2015.5 0.3858 0.0600 6.4281 0.337 0.089 -3.054 0.069 0.1856 -0.2839 -0.3430 -0.2841 -0.2035 -0.1498 -0.6890 -0.1909 0.3904 -0.0069 200 9 198 2 3.3359 265.41 0.129 1.5 31 0 11.5010 1.4112 0.0113 0.129 23 12 0.085037 0 25 0 213 1.198e+04 5.542 2161.897 15.4922 0.0005 21 3945 17.96 219.725 16.3612 0.0049 23 1.214e+04 30.27 401.174 14.5511 0.0027 1.343 0 1.8100 0.8690 0.9411 "" "" 0 "" "" "" NOT_AVAILABLE 341.02118478098 -1.01085093040 257.68552355999 -22.35699027861 100001 3993.00 3900.00 4161.50 "" "" "" "" "" "" "" "" "" "" "" "" "" 253.77201497300 1.3756 -45.10495326890 1.0652
508 253.784014 -45.036405 980.756 136.026 16.14 0.007 1.093 0.008 0.705 0.012 1.472 0.016 1.9305 0.167673 0.004927 0.167600 1.7 "Gaia DR2 5964123086271888896" 253.78332246165 0.0455 -45.03627447403 0.0425 1635721458409799680 5964123086271888896 1422200305 2015.5 1.0252 0.0554 18.4986 2.964 0.084 -13.830 0.070 0.0209 -0.0656 -0.4464 -0.1002 -0.2771 -0.0321 -0.7451 -0.2315 0.4299 -0.1179 209 0 209 0 -0.0484 202.36 0.000 0 31 0 11.8684 1.4548 0.0116 0.055 24 12 0.085844 0 27 0 223 1.022e+04 5.413 1887.178 15.6653 0.0006 23 3930 12.97 302.908 16.3655 0.0036 23 9326 17.47 533.880 14.8376 0.0020 1.298 0 1.5278 0.7001 0.8277 "" "" 0 "" "" "" NOT_AVAILABLE 341.07964630086 -0.97389679692 257.68517190704 -22.28783663689 100001 4362.00 4258.00 4620.96 "" "" "" "" "" "" 200111 1.27 1.13 1.33 0.523 0.462 0.584 253.78330440200 1.3074 -45.03621492850 1.0812
509 253.893531 -45.212232 344.768 1593.96 16.146 0.008 1.397 0.011 0.561 0.017 2.031 0.012 0.5891 0.082909 0.082465 -0.008565 95.9 "Gaia DR2 5964108552102357888" 253.89340910137 0.0416 -45.21238030499 0.0336 1635721458409799680 5964108552102357888 704346821 2015.5 0.2629 0.0488 5.3917 -0.220 0.078 -1.955 0.060 0.1366 -0.2907 -0.2843 -0.2161 -0.2323 -0.0997 -0.5961 -0.2181 0.2461 -0.0168 190 0 188 2 1.0975 204.09 0.084 0.7 31 0 15.5486 1.3946 0.0079 0.067 22 12 0.077188 0 24 0 207 1.438e+04 6.126 2348.349 15.2936 0.0005 24 4170 14.55 286.635 16.3010 0.0038 22 1.565e+04 29.22 535.745 14.2755 0.0020 1.378 0 2.0255 1.0074 1.0181 "" "" 0 "" "" "" NOT_AVAILABLE 340.99131835528 -1.14491529668 257.79136426377 -22.45337563142 100001 3701.00 3655.00 4088.94 1.7760 1.6776 1.8911 0.8730 0.8239 0.9298 "" "" "" "" "" "" "" 253.89341044400 1.2053 -45.21237188870 0.9320
510 253.715961 -45.071557 1375.95 427.503 16.146 0.006 1.149 0.007 0.572 0.034 1.519 0.015 0.7175 0.138908 -0.042833 0.132139 342.0 "Gaia DR2 5964122227278433408" 253.71569945382 0.0435 -45.07171965395 0.0360 1635721458409799680 5964122227278433408 38844540 2015.5 0.5992 0.0482 12.4404 -5.777 0.080 -10.127 0.060 0.1346 -0.1223 -0.4268 -0.2130 -0.1606 -0.1585 -0.6850 -0.1588 0.3151 -0.0063 228 0 227 1 -1.3395 194.34 0.000 0 31 0 12.0111 1.4512 0.0100 0.096 26 12 0.081433 0 28 0 242 1.034e+04 4.764 2169.525 15.6525 0.0005 11 3996 27.38 145.946 16.3472 0.0074 10 9782 28.2 346.838 14.7859 0.0031 1.333 0 1.5613 0.6947 0.8666 "" "" 0 "" "" "" NOT_AVAILABLE 341.02204104141 -0.95902855774 257.63852039219 -22.32877210099 100001 4346.10 4236.69 4679.00 "" "" "" "" "" "" 200111 2.20 1.90 2.32 1.561 1.284 1.838 253.71573467700 1.2340 -45.07167605010 0.9323
511 253.769452 -45.296419 1065.32 2292.03 16.152 0.011 1.061 0.015 0.524 0.014 1.461 0.016 3.1825 0.093342 -0.004311 -0.093243 182.6 "Gaia DR2 5964024473808542720" 253.77022257766 2.6867 -45.29711732926 3.5388 1635721458409799680 5964024473808542720 173579637 2015.5 "" "" "" "" "" "" "" -0.9973 "" "" "" "" "" "" "" "" "" 96 0 96 0 3.3127 142.51 0.475 2.2 3 0 1.1470 "" "" -0.380 11 5 7.2687 0 16 0 102 1887 7.213 261.671 17.4987 0.0041 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 340.87089535300 -1.13061968612 257.70917438935 -22.54789810736 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 253.77022257800 2.6867 -45.29711732930 3.5388
512 253.676925 -45.114433 1602.64 783.026 16.165 0.006 1.029 0.008 0.506 0.02 1.444 0.012 1.4126 0.113320 -0.070155 0.088993 321.8 "Gaia DR2 5964028047221594496" 253.67693713983 0.0543 -45.11483915219 0.0509 1635721458409799680 5964028047221594496 955796183 2015.5 0.5052 0.0605 8.3546 -0.725 0.103 -3.236 0.083 -0.1241 -0.0565 -0.4769 0.0357 -0.2696 0.0887 -0.7776 -0.1647 0.3572 -0.2486 203 0 203 0 4.5942 303.33 0.142 1.6 31 0 8.9872 1.4772 0.0129 0.001 23 12 0.10772 0 25 0 205 9938 4.791 2074.169 15.6951 0.0005 24 3906 11.37 343.501 16.3721 0.0032 22 9085 24.67 368.204 14.8661 0.0029 1.307 1 1.5060 0.6770 0.8290 "" "" 0 "" "" "" NOT_AVAILABLE 340.97130151245 -0.96488766711 257.61477852308 -22.37488009811 100002 4449.35 4346.00 4503.39 "" "" "" "" "" "" 200111 2.39 2.33 2.50 2.016 1.498 2.533 253.67694156300 1.5967 -45.11482521850 1.2896
513 253.948792 -45.210924 23.855 1583.12 16.173 0.005 2.13 0.008 1.323 0.033 2.747 0.008 0.7386 0.121498 0.121290 -0.007104 93.4 "Gaia DR2 5964107933627043072" 253.94851639401 0.0475 -45.21085000002 0.0384 1635721458409799680 5964107933627043072 199758280 2015.5 0.3869 0.0554 6.9884 -2.782 0.085 -4.728 0.067 0.1068 -0.2726 -0.2869 -0.2441 -0.2673 -0.1201 -0.5951 -0.1483 0.2441 -0.1256 207 0 206 1 6.8880 372.14 0.239 7.7 31 0 10.6026 1.3105 0.0089 0.025 24 12 0.083359 0 26 0 223 2.216e+04 10.3 2152.209 14.8246 0.0005 25 4364 19.02 229.495 16.2516 0.0047 25 2.796e+04 37.26 750.461 13.6454 0.0014 1.459 0 2.6062 1.4270 1.1792 "" "" 0 "" "" "" NOT_AVAILABLE 341.01685728018 -1.17419947420 257.83287352940 -22.44722844292 100001 3646.50 3267.00 3843.85 2.6507 2.4913 2.7763 1.3310 1.2539 1.3840 "" "" "" "" "" "" "" 253.94853339500 1.3187 -45.21082964150 1.0428
514 253.896116 -45.377399 329.756 2963.51 16.173 0.004 1.192 0.007 0.566 0.012 1.673 0.014 3.9053 0.193931 0.084829 -0.174394 154.1 "Gaia DR2 5964011348388363904" 253.89711674369 0.1705 -45.37820545274 0.1400 1635721458409799680 5964011348388363904 953554284 2015.5 1.8996 0.1991 9.5386 -3.548 0.317 1.522 0.235 0.0053 -0.1724 -0.1247 -0.3405 -0.1130 -0.3411 -0.4375 -0.1911 0.3047 0.0161 176 0 174 2 51.4909 3977.81 1.119 99 31 0 0.7045 1.3720 0.0386 0.019 20 11 0.28799 0 22 0 192 1.119e+04 13.24 844.937 15.5663 0.0013 21 3949 15.1 261.605 16.3601 0.0042 22 1.104e+04 20.24 545.572 14.6543 0.0020 1.340 0 1.7058 0.7938 0.9120 "" "" 0 "" "" "" NOT_AVAILABLE 340.86377496350 -1.25095576068 257.81561547263 -22.61770167291 100001 4164.05 3990.47 4264.00 "" "" "" "" "" "" 200111 0.83 0.79 0.90 0.185 0.146 0.224 253.89713848900 4.9157 -45.37821200590 3.6431
515 253.774048 -45.155831 1038.63 1126.29 16.174 0.007 0.907 0.024 0.503 0.029 1.468 0.012 1.2816 0.047729 -0.001737 0.047697 357.9 "Gaia DR2 5964120573684118784" 253.77388737026 0.0477 -45.15617769907 0.0390 1635721458409799680 5964120573684118784 362634206 2015.5 0.3652 0.0556 6.5636 -0.386 0.082 -2.011 0.066 0.1185 -0.3271 -0.3164 -0.2409 -0.2420 -0.0819 -0.6663 -0.1935 0.3947 -0.0850 222 0 222 0 2.0666 262.21 0.121 1.2 31 0 9.9483 1.4707 0.0104 0.052 25 12 0.08079 0 27 0 236 1.007e+04 4.611 2184.718 15.6804 0.0005 26 4036 15.85 254.593 16.3366 0.0043 23 9192 16.04 572.968 14.8534 0.0019 1.313 1 1.4832 0.6563 0.8270 "" "" 0 "" "" "" NOT_AVAILABLE 340.98217180925 -1.04405957271 257.69359806655 -22.40767156014 100002 4383.50 4317.00 4457.60 "" "" "" "" "" "" "" "" "" "" "" "" "" 253.77388972500 1.2716 -45.15616904250 1.0164
516 253.84864 -45.331541 605.456 2583.26 16.174 0.005 1.217 0.007 0.643 0.013 1.615 0.013 3.4147 0.138366 0.051309 -0.128501 158.2 "Gaia DR2 5964013856635813632" 253.84933784703 0.0464 -45.33235259821 0.0395 1635721458409799680 5964013856635813632 129385185 2015.5 0.5989 0.0563 10.6367 -1.366 0.082 -0.782 0.063 -0.0173 -0.2669 -0.3626 -0.1915 0.0181 -0.1645 -0.6213 -0.2691 0.3005 -0.0786 219 0 217 2 1.5109 243.93 0.090 0.72 31 0 11.3019 1.4400 0.0097 0.022 25 11 0.081479 0 28 0 233 1.071e+04 6.195 1728.588 15.6139 0.0006 22 3752 17.54 213.882 16.4157 0.0051 25 1.037e+04 12.4 836.374 14.7220 0.0013 1.319 0 1.6937 0.8018 0.8919 "" "" 0 "" "" "" NOT_AVAILABLE 340.87841774874 -1.19604285560 257.77356661738 -22.57619641229 100001 4264.00 4134.80 4608.83 "" "" "" "" "" "" 200111 2.38 2.04 2.53 1.686 1.343 2.029 253.84934621500 1.2682 -45.33234923000 0.9719
517 253.744328 -45.300804 1211.22 2328.39 16.182 0.008 1.186 0.011 0.546 0.013 1.62 0.014 3.6866 0.100384 -0.022146 -0.097911 192.7 "Gaia DR2 5964024508168286336" 253.74486605593 0.0512 -45.30178173577 0.0389 1635721458409799680 5964024508168286336 815923342 2015.5 0.5511 0.0635 8.6851 -7.541 0.085 -9.233 0.065 0.0432 -0.4402 -0.2262 -0.2510 -0.0958 -0.1190 -0.6257 -0.2677 0.3360 -0.0699 193 0 193 0 1.2605 212.79 0.000 0 31 0 11.8299 1.4426 0.0097 0.033 22 11 0.081903 0 24 0 210 1.048e+04 6.736 1555.834 15.6375 0.0007 23 3737 13.57 275.420 16.4200 0.0039 24 1.028e+04 16.16 636.197 14.7316 0.0017 1.338 0 1.6884 0.7825 0.9059 "" "" 0 "" "" "" NOT_AVAILABLE 340.85605418441 -1.11967904312 257.69061097674 -22.55467723670 100001 4203.00 4045.21 4321.33 2.3225 1.8320 3.3465 1.1228 0.9105 1.7121 200111 2.68 2.53 2.89 2.013 1.519 2.507 253.74491221800 1.3163 -45.30174198440 1.0141
518 253.77628 -45.169686 1025.67 1241.18 16.183 0.008 1.078 0.01 0.782 0.013 1.607 0.012 1.3441 0.033808 -0.000127 0.033808 359.8 "Gaia DR2 5964120578010877952" 253.77617014119 0.0477 -45.17006738778 0.0388 1635721458409799680 5964120578010877952 1277801667 2015.5 0.3369 0.0564 5.9687 -2.311 0.087 -3.294 0.067 0.0832 -0.3057 -0.2566 -0.1805 -0.2329 -0.0551 -0.6547 -0.1126 0.3936 -0.0333 204 0 202 2 2.4825 249.72 0.118 1.2 31 0 10.2957 1.4389 0.0105 0.083 23 12 0.084253 0 26 0 215 1.052e+04 5.703 1844.349 15.6335 0.0006 26 3760 14.68 256.106 16.4133 0.0042 23 1.023e+04 16.54 618.546 14.7369 0.0018 1.330 0 1.6764 0.7798 0.8965 "" "" 0 "" "" "" NOT_AVAILABLE 340.97237689180 -1.05403984772 257.69713290791 -22.42126699065 100001 4203.90 4046.59 4424.03 "" "" "" "" "" "" "" "" "" "" "" "" "" 253.77618425300 1.3527 -45.17005320360 1.0325
519 253.637641 -45.03826 1830.77 151.411 16.184 0.004 0.922 0.006 0.38 0.018 1.363 0.012 0.6567 0.192199 -0.098027 0.165321 329.3 "Gaia DR2 5964125113496527872" 253.63762618529 0.0440 -45.03846934683 0.0374 1635721458409799680 5964125113496527872 542247049 2015.5 0.6171 0.0509 12.1336 -14.768 0.082 -8.088 0.062 0.0814 -0.1298 -0.4141 -0.1735 -0.1407 -0.1264 -0.6940 -0.1695 0.3013 -0.0443 233 0 232 1 -0.8034 209.68 0.000 0 31 0 10.9819 1.5004 0.0096 0.063 27 12 0.082203 0 29 0 248 9580 4.541 2109.878 15.7349 0.0005 26 4004 18.81 212.842 16.3450 0.0051 28 8329 11.95 696.972 14.9604 0.0016 1.287 0 1.3846 0.6101 0.7745 "" "" 0 "" "" "" NOT_AVAILABLE 341.01316888518 -0.89524184918 257.57499573192 -22.30243067582 100001 4746.01 4488.00 4974.13 "" "" "" "" "" "" 200111 1.60 1.46 1.79 1.171 0.959 1.382 253.63771617000 1.2654 -45.03843452230 0.9568
520 253.744436 -45.252729 1210.59 1929.76 16.191 0.012 1.364 0.016 0.983 0.02 1.958 0.016 2.8207 0.054365 -0.022218 -0.049618 204.1 "Gaia DR2 5964026054356545408" 253.74478953641 0.0496 -45.25348849715 0.0367 1635721458409799680 5964026054356545408 1540103467 2015.5 0.4879 0.0571 8.5461 -1.802 0.080 -4.454 0.061 0.1139 -0.4070 -0.3270 -0.2697 -0.0991 -0.1407 -0.6863 -0.2467 0.3265 -0.0181 203 0 203 0 -0.4630 188.28 0.000 0 31 0 14.3754 1.4018 0.0092 0.074 24 11 0.080105 0 25 0 211 1.225e+04 5.298 2312.169 15.4680 0.0005 19 3610 18.94 190.555 16.4577 0.0057 18 1.324e+04 18.65 709.665 14.4576 0.0015 1.375 0 2.0002 0.9897 1.0105 "" "" 0 "" "" "" NOT_AVAILABLE 340.89358402490 -1.08927716451 257.68425057459 -22.50674264710 100001 3806.00 3677.00 4070.16 "" "" "" "" "" "" 200111 4.52 3.95 4.84 3.861 2.886 4.836 253.74480055800 1.2481 -45.25346931880 0.9451
521 253.788496 -45.261951 954.729 2006.23 16.191 0.012 1.946 0.016 1.398 0.031 2.504 0.017 2.5378 0.059425 0.008770 -0.058775 171.5 "Gaia DR2 5964014337685736832" 253.78881052827 0.1164 -45.26264891564 0.0892 1635721458409799680 5964014337685736832 1676229898 2015.5 0.5251 0.1508 3.4826 -4.280 0.195 -8.132 0.152 0.1342 -0.4319 -0.1389 -0.3438 -0.1895 -0.1595 -0.6168 -0.3219 0.4393 -0.0298 201 0 201 0 31.3096 1696.27 0.732 64 31 0 1.6876 1.3944 0.0210 0.044 23 11 0.17993 0 25 0 217 1.84e+04 10.88 1690.846 15.0264 0.0006 21 3965 19.75 200.763 16.3558 0.0054 22 2.256e+04 29.99 752.107 13.8788 0.0014 1.441 0 2.4769 1.3293 1.1476 "" "" 0 "" "" "" NOT_AVAILABLE 340.90593484257 -1.11913721837 257.71874264407 -22.51210663436 100001 3613.61 3341.33 4369.78 2.5870 2.4156 2.8435 1.2690 1.1940 1.4391 "" "" "" "" "" "" "" 253.78883670800 3.0317 -45.26261390350 2.3603
522 253.696019 -45.118428 1491.76 816.149 16.192 0.006 0.958 0.008 0.62 0.012 1.323 0.012 1.3108 0.102227 -0.056730 0.085041 326.3 "Gaia DR2 5964121677522586752" 253.69595607472 0.0504 -45.11880528026 0.0406 1635721458409799680 5964121677522586752 960862647 2015.5 0.3330 0.0563 5.9193 -2.878 0.089 -3.389 0.067 0.2178 -0.2044 -0.3998 -0.2874 -0.1638 -0.1947 -0.6943 -0.1925 0.3473 0.0431 203 0 202 1 -0.1509 193.36 0.000 0 31 0 10.5673 1.4905 0.0112 0.125 23 12 0.090146 0 25 0 217 9160 5.043 1816.281 15.7836 0.0006 22 3746 13.64 274.724 16.4175 0.0040 23 8022 12.25 655.025 15.0012 0.0017 1.285 0 1.4163 0.6339 0.7824 "" "" 0 "" "" "" NOT_AVAILABLE 340.97666487507 -0.97781419800 257.62970421439 -22.37719549912 100001 4434.33 4380.96 4669.84 "" "" "" "" "" "" "" "" "" "" "" "" "" 253.69597363500 1.3802 -45.11879069080 1.0382
523 253.949124 -45.384624 21.927 3023.42 16.195 0.005 0.94 0.009 0.656 0.014 1.411 0.017 3.5078 0.218737 0.122122 -0.181472 146.1 "Gaia DR2 5964009836559842560" 253.95022986643 0.0480 -45.38521529710 0.0383 1635721458409799680 5964009836559842560 286841070 2015.5 0.3730 0.0565 6.6057 -1.944 0.086 -3.289 0.066 0.0539 -0.1720 -0.3765 -0.1850 -0.0987 -0.1474 -0.6365 -0.0659 0.2334 -0.0189 199 0 198 1 0.3667 199.61 0.000 0 31 0 11.4630 1.4966 0.0095 0.052 23 10 0.085503 0 25 0 213 9880 5.738 1721.965 15.7015 0.0006 23 4013 9.9 405.326 16.3428 0.0027 22 8697 21.4 406.344 14.9135 0.0027 1.286 1 1.4294 0.6414 0.7880 "" "" 0 "" "" "" NOT_AVAILABLE 340.88170620664 -1.28441430822 257.85664702918 -22.62020975616 100002 4466.20 4397.84 4554.18 2.7867 2.4542 3.0361 1.4178 1.1713 1.5330 "" "" "" "" "" "" "" 253.95024178500 1.3399 -45.38520113630 1.0272
524 253.63339 -45.077863 1855.46 479.789 16.197 0.004 1.193 0.006 0.785 0.013 1.578 0.012 1.2547 0.161071 -0.100881 0.125566 321.2 "Gaia DR2 5964124971730424320" 253.63348863402 0.0474 -45.07821979875 0.0433 1635721458409799680 5964124971730424320 104105301 2015.5 0.4097 0.0534 7.6753 -2.420 0.091 -4.086 0.072 -0.1088 -0.0954 -0.4806 0.0424 -0.2049 0.0911 -0.7727 -0.1339 0.3319 -0.1921 197 0 196 1 0.0393 191.10 0.000 0 31 0 12.3654 1.4449 0.0108 0.033 23 12 0.095032 0 25 0 213 1.056e+04 6 1760.518 15.6289 0.0006 22 3819 12.7 300.687 16.3965 0.0036 25 1.02e+04 17.35 587.846 14.7407 0.0018 1.327 1 1.6558 0.7675 0.8883 "" "" 0 "" "" "" NOT_AVAILABLE 340.98044584627 -0.91800391162 257.57706545248 -22.34224241896 100002 4173.98 4107.56 4317.23 "" "" "" "" "" "" 200111 3.69 3.45 3.81 3.730 2.672 4.789 253.63350338800 1.4187 -45.07820220830 1.1173
525 253.646207 -45.128169 1781.03 896.926 16.201 0.007 1.007 0.008 0.513 0.011 1.323 0.012 1.7782 0.118561 -0.091722 0.075125 309.3 "Gaia DR2 5964027978502015488" 253.64634455544 0.0464 -45.12867585926 0.0387 1635721458409799680 5964027978502015488 1368182694 2015.5 0.5959 0.0514 11.5873 -0.361 0.087 -5.307 0.064 0.1333 -0.1283 -0.4126 -0.2011 -0.1529 -0.1554 -0.7003 -0.1663 0.3063 0.0316 217 0 217 0 -0.6722 197.82 0.000 0 31 0 10.5738 1.4711 0.0109 0.079 25 12 0.087793 0 27 0 224 9290 5.643 1646.386 15.7683 0.0007 21 3747 11.8 317.442 16.4173 0.0034 24 8182 12.2 670.358 14.9798 0.0016 1.284 0 1.4375 0.6490 0.7885 "" "" 0 "" "" "" NOT_AVAILABLE 340.94695864280 -0.95682478707 257.59341593814 -22.39122738355 100001 4454.31 4402.68 4587.10 2.2380 1.9486 2.8116 1.1660 0.9927 1.4401 200111 1.95 1.84 2.00 1.351 1.096 1.607 253.64634675600 1.3474 -45.12865301180 0.9988
