ID alpha delta x y v ev bv ebv ub eub vi evi d_arcsec _r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000
203 250.059275 -43.468019 1188.56 1965.03 14.894 0.002 0.795 0.003 "" "" 1.155 0.004 2.6154 0.107222 -0.019383 -0.105456 190.4 "Gaia DR2 5967629909881656448" 250.06025223766 0.0357 -43.46820521517 0.0278 1635721458409799680 5967629909881656448 1278868469 2015.5 0.6351 0.0379 16.7731 1.550 0.065 -0.285 0.044 -0.2312 -0.3233 -0.4696 0.0502 0.0397 0.0947 -0.7424 -0.1103 0.2153 -0.3531 274 0 274 0 -3.2288 200.29 0.000 0 31 0 35.2207 1.5131 0.0062 0.031 31 11 0.072076 0 33 0 288 2.862e+04 7.189 3981.366 14.5466 0.0003 32 1.25e+04 19.2 650.663 15.1096 0.0017 29 2.375e+04 24.08 986.363 13.8227 0.0011 1.266 1 1.2869 0.5630 0.7239 "" "" 0 "" "" "" NOT_AVAILABLE 340.55409517757 2.07426793833 254.61693178693 -21.08796648149 100002 4940.00 4752.29 5096.67 "" "" "" "" "" "" 200111 2.42 2.27 2.61 3.137 2.706 3.568 250.06024304100 1.0038 -43.46820398790 0.6855
204 250.049673 -43.361744 1251.74 1012.41 14.895 0.002 0.699 0.002 0.33 0.011 0.94 0.003 1.5453 0.027339 -0.027331 0.000639 271.3 "Gaia DR2 5967647914384188288" 250.04936572633 0.0365 -43.36210768284 0.0319 1635721458409799680 5967647914384188288 671355763 2015.5 0.6232 0.0440 14.1562 1.631 0.070 -0.350 0.052 0.0031 -0.1168 -0.3917 -0.1349 -0.3643 0.0217 -0.7851 -0.2961 0.5064 -0.3099 262 0 261 1 -6.5434 134.22 0.000 0 31 0 32.0084 1.5514 0.0065 0.076 30 12 0.075603 0 32 0 276 2.607e+04 6.816 3824.270 14.6482 0.0003 29 1.272e+04 24.66 515.731 15.0904 0.0021 27 1.954e+04 31.08 628.722 14.0344 0.0017 1.238 0 1.0560 0.4423 0.6137 "" "" 0 "" "" "" NOT_AVAILABLE 340.62832296332 2.15053682766 254.59202356010 -20.98414576184 100001 5096.33 4965.14 5613.64 "" "" "" "" "" "" 200111 2.17 1.79 2.29 2.871 2.416 3.325 250.04935606900 1.0841 -43.36210617530 0.8112
205 250.057156 -43.378241 1202.5 1160.28 14.896 0.003 0.693 0.003 0.382 0.012 0.931 0.003 1.0857 0.026839 -0.021702 -0.015790 234.0 "Gaia DR2 5967636124678305408" 250.05709990581 0.0342 -43.37853877226 0.0309 1635721458409799680 5967636124678305408 16994542 2015.5 0.5709 0.0426 13.4131 1.830 0.065 -0.032 0.051 -0.0252 -0.1681 -0.3949 -0.0963 -0.3860 0.0995 -0.8029 -0.2784 0.5297 -0.3410 275 0 274 1 -5.7923 155.31 0.000 0 31 0 31.8323 1.5569 0.0064 0.077 31 12 0.072962 0 33 0 292 2.598e+04 7.067 3675.886 14.6519 0.0003 30 1.275e+04 29.26 435.815 15.0875 0.0025 30 1.938e+04 27.34 708.778 14.0435 0.0015 1.237 0 1.0440 0.4356 0.6084 "" "" 0 "" "" "" NOT_AVAILABLE 340.61974509147 2.13543341910 254.60053946252 -20.99958519557 100001 5234.42 4925.00 5757.41 "" "" "" "" "" "" 200111 2.22 1.83 2.51 3.328 2.769 3.888 250.05708906800 1.0091 -43.37853863630 0.7977
206 250.162089 -43.405321 512.018 1403.02 14.912 0.002 0.71 0.003 0.306 0.027 0.97 0.003 2.4133 0.069146 0.054914 -0.042020 127.4 "Gaia DR2 5967635407439795584" 250.16254407864 0.2944 -43.40474777752 0.2140 1635721458409799680 5967635407439795584 1463704976 2015.5 0.8658 0.2711 3.1940 1.260 0.587 -3.017 0.328 0.2682 0.0389 -0.5457 -0.3092 0.0242 -0.3374 -0.7469 -0.2683 0.1684 0.0677 238 0 238 0 3.0445 304.30 0.632 1.9 31 0 0.3586 1.3511 0.0453 0.082 27 11 0.55719 0 32 0 257 678 1.413 479.621 18.6104 0.0023 9 342.4 13.82 24.766 19.0151 0.0438 10 872.4 25.83 33.774 17.4101 0.0321 1.792 0 1.6050 0.4048 1.2002 "" "" 0 "" "" "" NOT_AVAILABLE 340.65090173331 2.06067610154 254.68582120711 -21.01440953645 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 250.16253661200 9.0959 -43.40473478960 5.0921
207 250.047559 -43.422261 1265.65 1554.87 14.922 0.002 0.738 0.002 "" "" 1.042 0.003 1.3935 0.066201 -0.028365 -0.059816 205.4 "Gaia DR2 5967630116039639680" 250.04790532664 0.0315 -43.42256238554 0.0252 1635721458409799680 5967630116039639680 690842553 2015.5 0.5598 0.0356 15.7088 1.786 0.062 -0.178 0.041 -0.0180 -0.1379 -0.3998 -0.1113 -0.1513 -0.0590 -0.7260 -0.1244 0.3348 -0.2228 281 0 281 0 -4.7912 177.55 0.000 0 31 0 32.3192 1.5319 0.0061 0.098 32 12 0.066216 0 34 0 288 2.648e+04 7.557 3503.590 14.6312 0.0003 31 1.231e+04 18.87 652.118 15.1259 0.0017 31 2.087e+04 19.82 1052.658 13.9633 0.0010 1.253 1 1.1626 0.4947 0.6679 "" "" 0 "" "" "" NOT_AVAILABLE 340.58233586073 2.11124296607 254.60031522774 -21.04411230666 100002 4922.71 4852.88 5004.67 "" "" "" "" "" "" 200111 2.66 2.58 2.74 3.749 3.192 4.306 250.04789473800 0.9559 -43.42256161730 0.6394
208 250.08548 -43.428724 1016.12 1612.8 14.929 0.002 1.057 0.002 0.433 0.015 1.359 0.004 2.1357 0.066045 -0.000515 -0.066043 180.4 "Gaia DR2 5967635716676961024" 250.08625025511 0.0309 -43.42879587318 0.0284 1635721458409799680 5967635716676961024 547698092 2015.5 0.9721 0.0362 26.8608 -7.655 0.061 -9.030 0.046 -0.1160 -0.0565 -0.4614 0.0133 -0.3136 0.0985 -0.7995 -0.2743 0.4705 -0.3363 289 0 289 0 -0.6151 268.95 0.000 0 31 0 36.4169 1.4699 0.0061 0.063 33 12 0.070122 0 35 0 306 2.993e+04 6.95 4305.945 14.4982 0.0003 32 1.176e+04 19.12 614.879 15.1756 0.0018 33 2.656e+04 38.74 685.672 13.7014 0.0016 1.280 1 1.4742 0.6774 0.7968 "" "" 0 "" "" "" NOT_AVAILABLE 340.59614071689 2.08626127663 254.63080800204 -21.04623317888 100002 4549.00 4383.68 4851.00 "" "" "" "" "" "" 200111 2.02 1.78 2.18 1.575 1.439 1.712 250.08629563700 0.9511 -43.42875699310 0.7177
209 250.087919 -43.290372 1000.07 372.647 14.933 0.002 0.691 0.004 0.527 0.032 0.984 0.003 2.2245 0.072175 0.000121 0.072175 0.1 "Gaia DR2 5967649975968555776" 250.08712467479 0.0308 -43.29057763115 0.0259 1635721458409799680 5967649975968555776 1674445805 2015.5 0.6654 0.0342 19.4538 1.725 0.059 -1.955 0.043 0.0505 -0.2221 -0.3843 -0.1457 -0.3436 0.0386 -0.7770 -0.1524 0.4563 -0.2745 291 0 291 0 -3.5872 207.96 0.000 0 31 0 31.1767 1.5572 0.0057 0.102 33 12 0.065146 0 35 0 306 2.536e+04 6.627 3826.129 14.6781 0.0003 33 1.225e+04 15.9 770.044 15.1314 0.0014 34 1.921e+04 16.94 1133.726 14.0532 0.0010 1.240 0 1.0782 0.4533 0.6249 "" "" 0 "" "" "" NOT_AVAILABLE 340.70013760370 2.17738922062 254.61000265366 -20.90938543974 100001 5013.24 4893.00 5088.88 1.6220 1.2009 2.1357 0.8115 0.5766 1.0571 200111 2.09 2.03 2.20 2.490 2.189 2.792 250.08711447000 0.9124 -43.29056921420 0.6730
210 249.990391 -43.249567 1641.83 6.878 14.949 0.004 0.856 0.005 "" "" 1.145 0.006 5.7391 0.133245 -0.071740 0.112284 327.4 "Gaia DR2 5967649628055754496" 249.98846395684 0.0601 -43.25042675418 0.0517 1635721458409799680 5967649628055754496 40676104 2015.5 1.3757 0.0814 16.8951 -10.037 0.113 -6.649 0.087 0.0314 -0.2362 -0.2234 -0.2162 -0.3871 -0.0183 -0.7532 -0.2586 0.5831 -0.2605 262 0 258 4 14.9886 760.72 0.340 19 31 0 6.5981 1.5239 0.0111 0.106 30 12 0.1122 0 32 0 280 2.483e+04 32.59 761.842 14.7009 0.0014 30 1.155e+04 14.3 807.601 15.1953 0.0013 29 2.095e+04 28.34 739.495 13.9588 0.0015 1.309 1 1.2366 0.4944 0.7422 "" "" 0 "" "" "" NOT_AVAILABLE 340.68253610495 2.25778422043 254.52767800713 -20.88010332600 100002 4900.50 4763.07 5023.00 0.9363 0.7289 1.0840 0.4610 0.4040 0.5526 200111 1.06 1.01 1.12 0.585 0.513 0.658 249.98852328900 1.7448 -43.25039812640 1.3491
211 250.202086 -43.405666 248.825 1406.11 14.961 0.003 0.856 0.003 "" "" 1.146 0.003 0.4107 0.093950 0.083603 -0.042862 117.1 "Gaia DR2 5967635269987544320" 250.20203410257 0.4849 -43.40555716202 0.3640 1635721458409799680 5967635269987544320 288531499 2015.5 -1.2181 0.5298 -2.2993 -2.908 1.246 -0.564 0.624 0.1404 0.1712 -0.0552 -0.1458 -0.2450 -0.3392 -0.6811 0.1134 0.3699 0.2811 229 0 228 1 3.3399 300.42 1.563 2.7 31 0 0.0853 1.4788 0.0863 0.154 26 11 1.1187 0 28 0 245 279 1.057 263.893 19.5743 0.0041 20 88.07 8.934 9.858 20.4893 0.1101 28 465.8 8.707 53.497 18.0914 0.0203 1.985 0 2.3979 0.9149 1.4829 "" "" 0 "" "" "" NOT_AVAILABLE 340.66929626713 2.03863419211 254.71635785093 -21.01106574198 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 250.20205133900 19.3237 -43.40555473420 9.6853
212 250.150431 -43.399147 588.73 1347.68 14.973 0.002 0.867 0.003 0.303 0.012 1.178 0.003 2.7126 0.058000 0.045511 -0.035955 128.3 "Gaia DR2 5967635476146105728" 250.14959559889 0.5715 -43.39869050731 0.4362 1635721458409799680 5967635476146105728 1150179308 2015.5 1.6796 0.6515 2.5782 -7.043 1.494 -6.614 0.840 0.1161 0.2104 -0.0104 -0.0936 -0.2692 -0.3166 -0.5331 0.1332 0.3634 0.3543 186 0 186 0 2.4314 230.53 1.826 2.3 31 0 0.0596 1.1821 0.1130 0.170 21 11 1.3582 0 22 0 194 232.6 1.175 197.975 19.7716 0.0055 5 92.04 20.72 4.443 20.4415 0.2444 6 329.5 48.82 6.750 18.4671 0.1609 1.812 0 1.9744 0.6699 1.3045 "" "" 0 "" "" "" NOT_AVAILABLE 340.64921078848 2.07173689217 254.67491071174 -21.00977677771 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 250.14963733400 23.1696 -43.39866202850 13.0252
213 250.162752 -43.27498 507.655 234.671 14.982 0.003 1.441 0.005 "" "" "" "" 1.4425 0.103658 0.054849 0.087958 31.9 "Gaia DR2 5967638431096435840" 250.16229378084 0.0310 -43.27476998158 0.0249 1635721458409799680 5967638431096435840 678665164 2015.5 0.7173 0.0309 23.1888 -0.704 0.060 -3.810 0.042 0.0678 -0.1446 -0.5275 -0.1023 -0.2763 0.0453 -0.8035 -0.1720 0.3718 -0.2809 279 0 279 0 -1.5558 238.56 0.000 0 31 0 46.3930 1.3965 0.0052 0.092 32 12 0.068448 0 35 0 296 3.665e+04 7.94 4616.054 14.2782 0.0002 30 1.129e+04 26.71 422.642 15.2198 0.0026 28 3.793e+04 30.36 1249.306 13.3145 0.0009 1.343 0 1.9054 0.9417 0.9637 "" "" 0 "" "" "" NOT_AVAILABLE 340.74826058358 2.14686362997 254.66551103087 -20.88582301206 100001 3794.00 3784.00 3885.12 "" "" "" "" "" "" 200111 5.37 5.12 5.40 5.388 4.829 5.948 250.16229794400 0.9255 -43.27475357530 0.6473
214 250.197091 -43.267435 281.695 167.037 14.984 0.006 0.956 0.006 0.535 0.021 1.342 0.007 1.9790 0.124757 0.079984 0.095744 39.9 "Gaia DR2 5967637812621127168" 250.19680214959 0.0349 -43.26695618872 0.0270 1635721458409799680 5967637812621127168 144714371 2015.5 0.8879 0.0359 24.7436 -3.733 0.066 -8.232 0.044 0.1650 -0.0734 -0.5266 -0.2060 -0.2137 -0.0998 -0.7910 -0.2697 0.3693 -0.1595 299 9 297 2 -1.7304 251.54 0.000 0 31 0 35.7422 1.4891 0.0054 0.131 34 11 0.070794 0 36 0 303 2.899e+04 7.309 3966.059 14.5328 0.0003 30 1.156e+04 24.68 468.233 15.1945 0.0023 31 2.548e+04 16.97 1501.272 13.7464 0.0007 1.278 0 1.4481 0.6617 0.7863 "" "" 0 "" "" "" NOT_AVAILABLE 340.77076382891 2.13319997352 254.69091446403 -20.87446393849 100001 4467.04 4346.00 4911.49 "" "" "" "" "" "" 200111 2.30 1.90 2.42 1.890 1.715 2.064 250.19682422300 1.0211 -43.26692074700 0.6793
215 250.125027 -43.275473 755.891 239.09 14.991 0.002 0.864 0.004 0.406 0.014 1.127 0.003 1.7432 0.091421 0.027200 0.087281 17.3 "Gaia DR2 5967638293657504128" 250.12431773747 0.0309 -43.27546565456 0.0263 1635721458409799680 5967638293657504128 535258335 2015.5 1.3466 0.0346 38.8792 -7.986 0.060 -9.053 0.044 0.0420 -0.2139 -0.3739 -0.1390 -0.3488 0.0388 -0.7606 -0.1517 0.4487 -0.2840 274 0 272 2 -1.7262 228.46 0.000 0 31 0 31.1704 1.5156 0.0059 0.096 32 12 0.066147 0 34 0 266 2.564e+04 6.944 3691.669 14.6663 0.0003 29 1.147e+04 18.7 613.280 15.2029 0.0018 28 2.072e+04 28.3 732.062 13.9710 0.0015 1.255 0 1.2318 0.5366 0.6953 "" "" 0 "" "" "" NOT_AVAILABLE 340.72941669973 2.16712135356 254.63633559098 -20.89050991621 100001 4910.67 4794.24 5024.17 0.8490 0.7879 1.0076 0.4180 0.3724 0.5048 200111 1.10 1.05 1.15 0.629 0.591 0.667 250.12436496200 0.9281 -43.27542667720 0.6876
216 250.062633 -43.357762 1166.46 976.713 15.006 0.003 0.753 0.003 0.42 0.012 1.026 0.003 1.2413 0.018468 -0.017862 0.004695 284.7 "Gaia DR2 5967636541310785152" 250.06239251902 0.0506 -43.35805517040 0.0480 1635721458409799680 5967636541310785152 614115539 2015.5 0.5784 0.0641 9.0165 1.749 0.094 -0.128 0.075 -0.0107 0.1877 -0.4871 -0.0749 -0.5636 -0.0049 -0.8552 -0.3180 0.6136 -0.2445 205 0 205 0 -4.8245 117.73 0.000 0 31 0 30.0880 1.5490 0.0088 0.110 25 11 0.099982 0 31 1 223 2.418e+04 6.95 3479.427 14.7296 0.0003 26 1.134e+04 19.67 576.599 15.2150 0.0019 25 1.891e+04 23.52 803.838 14.0704 0.0014 1.251 0 1.1446 0.4854 0.6592 "" "" 0 "" "" "" NOT_AVAILABLE 340.63764288439 2.14613375204 254.60142889902 -20.97875993381 100001 4974.11 4906.00 5208.00 "" "" "" "" "" "" 200111 2.40 2.19 2.46 3.170 2.421 3.919 250.06238216000 1.4575 -43.35805462000 1.1596
217 250.082081 -43.424469 1038.49 1574.66 15.007 0.003 1.944 0.005 "" "" 2.327 0.004 1.8669 0.061897 -0.003029 -0.061823 182.8 "Gaia DR2 5967635712361325440" 250.08278821078 0.0420 -43.42457529179 0.0397 1635721458409799680 5967635712361325440 295339267 2015.5 0.5318 0.0477 11.1500 0.971 0.084 -2.172 0.064 -0.2420 -0.0959 -0.4904 0.1320 -0.2391 0.2007 -0.8125 -0.2478 0.4154 -0.4251 274 0 274 0 10.1801 579.84 0.211 10 31 0 16.3350 1.3328 0.0078 0.034 31 12 0.094814 0 34 0 291 5.082e+04 13.21 3846.730 13.9232 0.0003 32 1.125e+04 41.22 272.926 15.2235 0.0040 32 6.141e+04 52.74 1164.306 12.7913 0.0009 1.430 0 2.4322 1.3003 1.1319 "" "" 0 "" "" "" NOT_AVAILABLE 340.59763561292 2.09094138286 254.62748600697 -21.04242234052 100001 3580.25 3350.50 4127.20 2.3480 2.2339 2.5375 1.1550 1.1009 1.2420 200111 10.33 7.78 11.80 15.810 12.672 18.948 250.08278245400 1.3077 -43.42456593870 0.9920
218 250.238269 -43.345886 10.732 870.262 15.014 0.002 0.883 0.003 "" "" 1.213 0.003 3.9019 0.110318 0.109126 0.016179 81.6 "Gaia DR2 5967637292914720896" 250.23701838159 3.7542 -43.34647556587 2.2164 1635721458409799680 5967637292914720896 1685519846 2015.5 "" "" "" "" "" "" "" 0.6742 "" "" "" "" "" "" "" "" "" 70 0 70 0 1.4936 82.77 3.396 1.4 3 0 0.0186 "" "" 0.301 8 6 11.773 0 8 0 71 93.56 2.963 31.575 20.7607 0.0344 6 46.18 8.675 5.323 21.1903 0.2040 8 269.7 36.27 7.436 18.6847 0.1460 3.376 0 2.5056 0.4296 2.0760 "" "" 0 "" "" "" NOT_AVAILABLE 340.73046359633 2.05864906809 254.73418483462 -20.94893527364 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 250.23701838200 3.7542 -43.34647556590 2.2164
219 250.22292 -43.275082 111.733 235.588 15.019 0.006 0.889 0.006 0.534 0.02 1.206 0.008 2.5930 0.132609 0.098988 0.088241 48.3 "Gaia DR2 5967661211605223168" 250.22291611224 0.0317 -43.27443099229 0.0261 1635721458409799680 5967661211605223168 1136044032 2015.5 1.1306 0.0362 31.2333 -4.807 0.063 -16.040 0.044 0.0589 -0.1365 -0.3916 -0.1388 -0.3092 -0.0042 -0.7687 -0.1330 0.4071 -0.2355 279 0 279 0 -5.1096 170.46 0.000 1.2e-15 31 0 31.6514 1.5188 0.0056 0.122 32 12 0.067302 0 34 0 296 2.597e+04 6.995 3712.610 14.6522 0.0003 34 1.126e+04 19.41 579.926 15.2231 0.0019 33 2.156e+04 41.71 516.917 13.9277 0.0021 1.264 0 1.2953 0.5708 0.7245 "" "" 0 "" "" "" NOT_AVAILABLE 340.77774293765 2.11399656297 254.71220527999 -20.87911996695 100001 4900.39 4776.51 5075.00 "" "" "" "" "" "" 200111 1.32 1.23 1.39 0.907 0.839 0.974 250.22294453600 0.9704 -43.27436193210 0.6798
220 250.100426 -43.389684 917.772 1262.85 15.035 0.005 0.718 0.005 0.346 0.01 1.015 0.006 1.2092 0.028789 0.010128 -0.026949 159.4 "Gaia DR2 5967635888475689088" 250.10089525945 0.0314 -43.38970103818 0.0266 1635721458409799680 5967635888475689088 236859698 2015.5 0.5833 0.0331 17.6405 1.278 0.066 -0.193 0.044 -0.0468 -0.0593 -0.4946 -0.0102 -0.1864 0.0421 -0.7518 -0.1625 0.3198 -0.3069 271 0 271 0 -2.9586 202.87 0.000 1.2e-15 31 0 28.6657 1.5469 0.0061 0.084 31 12 0.07353 0 32 0 271 2.347e+04 7.8 3009.323 14.7619 0.0004 27 1.114e+04 16.54 673.333 15.2345 0.0016 25 1.826e+04 38.44 474.881 14.1085 0.0023 1.252 0 1.1260 0.4726 0.6534 "" "" 0 "" "" "" NOT_AVAILABLE 340.63249297408 2.10420216882 254.63600813088 -21.00600836593 100001 5000.85 4864.95 6165.68 "" "" "" "" "" "" 200111 2.31 1.52 2.44 3.008 2.603 3.412 250.10088769000 1.0181 -43.38970020610 0.6882
221 250.054867 -43.403283 1217.56 1384.75 15.048 0.002 0.796 0.002 0.436 0.015 1.111 0.003 1.0581 0.046920 -0.023167 -0.040802 209.6 "Gaia DR2 5967635991554918400" 250.05507210754 0.1466 -43.40355020519 0.1140 1635721458409799680 5967635991554918400 1324801137 2015.5 0.9320 0.1640 5.6840 2.543 0.287 -1.799 0.182 0.0805 -0.1462 -0.2068 -0.3170 -0.1666 -0.3135 -0.6148 -0.2290 0.3792 -0.0189 247 0 245 2 66.8404 6695.95 1.001 1.7e+02 31 0 0.9164 1.5993 0.0277 0.087 28 12 0.26091 0 33 0 262 2.418e+04 10.78 2244.213 14.7296 0.0005 28 1.092e+04 15.14 721.258 15.2559 0.0015 29 1.982e+04 29.83 664.369 14.0193 0.0016 1.271 1 1.2366 0.5263 0.7103 "" "" 0 "" "" "" NOT_AVAILABLE 340.60003136063 2.11995286114 254.60287197073 -21.02454520487 100002 4883.25 4777.44 5059.00 "" "" "" "" "" "" "" "" "" "" "" "" "" 250.05505703700 4.4452 -43.40354245920 2.8299
222 250.060009 -43.336856 1183.73 789.314 15.06 0.004 0.777 0.007 0.358 0.015 1.057 0.007 1.7852 0.031995 -0.019396 0.025446 322.7 "Gaia DR2 5967648326688679296" 250.06029088015 0.1327 -43.33730385515 0.1031 1635721458409799680 5967648326688679296 1690624866 2015.5 0.9075 0.1462 6.2090 0.573 0.239 1.108 0.168 0.2395 -0.1506 -0.3516 -0.3666 -0.2944 -0.2397 -0.6996 -0.2108 0.4289 -0.0780 274 0 274 0 16.1651 843.71 0.740 22 31 0 1.1955 1.5183 0.0240 0.116 31 12 0.22307 0 33 0 291 3604 6.929 520.212 16.7963 0.0021 6 1790 13.9 128.794 17.2195 0.0084 6 3943 56.65 69.606 15.7723 0.0156 1.591 0 1.4472 0.4232 1.0240 "" "" 0 "" "" "" NOT_AVAILABLE 340.65217514664 2.16103557779 254.59658127817 -20.95845075437 102001 4777.00 4222.00 5154.61 "" "" "" "" "" "" "" "" "" "" "" "" "" 250.06028748600 3.7112 -43.33730862470 2.6081
223 250.130579 -43.278747 719.356 268.435 15.062 0.002 0.735 0.003 0.487 0.016 1.076 0.002 1.6267 0.089707 0.031316 0.084063 20.4 "Gaia DR2 5967638293657496832" 250.12997437338 0.0358 -43.27868183331 0.0284 1635721458409799680 5967638293657496832 673812313 2015.5 0.5523 0.0359 15.3645 1.601 0.071 -0.076 0.047 0.0621 -0.1367 -0.4724 -0.1236 -0.2255 -0.0137 -0.7623 -0.1524 0.3558 -0.2783 257 0 256 1 -3.3553 182.54 0.000 0 31 0 28.9967 1.5293 0.0064 0.110 29 12 0.077284 0 32 0 273 2.351e+04 8.056 2918.274 14.7603 0.0004 28 1.078e+04 23.05 467.437 15.2703 0.0023 30 1.884e+04 28.81 654.015 14.0741 0.0017 1.260 0 1.1962 0.5100 0.6862 "" "" 0 "" "" "" NOT_AVAILABLE 340.72973511312 2.16190571003 254.64119552782 -20.89309617633 100001 4893.07 4835.54 4956.09 "" "" "" "" "" "" 200111 2.58 2.52 2.64 3.446 2.923 3.968 250.12996490400 1.1000 -43.27868150770 0.7303
224 250.159096 -43.325072 531.707 683.688 15.067 0.004 0.691 0.005 "" "" 0.968 0.004 1.1827 0.064884 0.052625 0.037954 54.2 "Gaia DR2 5967637984419770880" 250.15929794272 0.0310 -43.32477558117 0.0259 1635721458409799680 5967637984419770880 861884597 2015.5 0.5757 0.0335 17.1980 1.878 0.063 -0.312 0.043 -0.0045 -0.0707 -0.4550 -0.0731 -0.2077 -0.0156 -0.7432 -0.1736 0.3385 -0.2485 289 0 289 0 -3.7362 203.40 0.000 0 31 0 26.9786 1.5520 0.0057 0.089 34 12 0.069624 0 36 0 306 2.225e+04 6.299 3532.309 14.8200 0.0003 34 1.079e+04 18.77 574.742 15.2691 0.0019 34 1.682e+04 16.97 991.455 14.1971 0.0011 1.241 0 1.0720 0.4491 0.6229 "" "" 0 "" "" "" NOT_AVAILABLE 340.70931279254 2.11539172223 254.67093765491 -20.93561876245 100001 5103.11 4979.30 5459.50 "" "" "" "" "" "" 200111 2.17 1.89 2.28 2.868 2.473 3.262 250.15928682500 0.9806 -43.32477423720 0.6650
225 249.958512 -43.256721 1851.6 71.002 15.08 0.004 0.778 0.006 "" "" 1.147 0.006 5.6360 0.142194 -0.095119 0.105695 318.0 "Gaia DR2 5967649701079343488" 249.95635257924 1.0915 -43.25698301420 0.7594 1635721458409799680 5967649701079343488 1006250499 2015.5 2.0938 0.9752 2.1470 -6.086 2.220 -4.277 1.113 0.4586 0.2799 -0.3834 -0.3903 -0.0749 -0.4517 -0.7933 -0.0429 0.2815 0.2658 166 0 165 1 4.7123 259.05 2.049 2.5 31 0 0.0442 1.1454 0.1635 0.299 19 10 2.0793 0 20 0 171 161.6 1.309 123.471 20.1672 0.0088 2 196.1 87.49 2.241 19.6202 0.4844 2 423.1 53.85 7.857 18.1958 0.1382 3.831 1 1.4244 -0.5469 1.9714 "" "" 0 "" "" "" NOT_AVAILABLE 340.66209266377 2.27092504290 254.50393645139 -20.88999960364 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 249.95638856000 34.4215 -43.25696460130 17.2688
226 250.048983 -43.417497 1256.28 1512.16 15.09 0.002 0.726 0.002 "" "" 0.998 0.003 1.3237 0.061475 -0.027363 -0.055050 206.4 "Gaia DR2 5967630116039644032" 250.04928796939 0.0375 -43.41779634705 0.0283 1635721458409799680 5967630116039644032 497728596 2015.5 0.6094 0.0357 17.0813 1.568 0.070 -0.208 0.045 0.1865 -0.0656 -0.5358 -0.2496 -0.1063 -0.2190 -0.7472 -0.2071 0.2865 -0.0624 265 0 265 0 -4.6986 166.40 0.000 0 31 0 27.2726 1.5444 0.0073 0.103 30 12 0.076992 0 33 0 280 2.226e+04 5.817 3827.321 14.8194 0.0003 28 1.058e+04 12.68 834.535 15.2898 0.0013 31 1.719e+04 13.46 1277.078 14.1738 0.0009 1.248 0 1.1161 0.4704 0.6457 "" "" 0 "" "" "" NOT_AVAILABLE 340.58657211949 2.11365173199 254.60063716238 -21.03925088946 100001 5081.00 4924.06 5524.06 2.1907 2.0260 2.2740 1.0980 1.0140 1.1461 200111 2.07 1.75 2.20 2.571 2.220 2.922 250.04927867300 1.0855 -43.41779545060 0.6947
227 250.094264 -43.280165 958.321 281.145 15.119 0.002 0.749 0.004 0.455 0.015 1.113 0.003 0.6475 0.082585 0.005353 0.082411 3.7 "Gaia DR2 5967638328007593344" 250.09431188381 8.0751 -43.28034145984 4.4136 1635721458409799680 5967638328007593344 55992676 2015.5 "" "" "" "" "" "" "" 0.9663 "" "" "" "" "" "" "" "" "" 61 0 55 6 1.1400 61.52 1.123 0.23 3 0 0.0324 "" "" 0.257 7 6 17.93 0 7 0 60 112.9 2.692 41.934 20.5567 0.0259 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 340.71127861521 2.18025440977 254.61395518292 -20.89849882329 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 250.09431188400 8.0751 -43.28034145980 4.4136
